,Artiste,Titre,Catégorie,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
413, 113 Booba,Banlieue (feat. Booba),rap_fr,5GhNk23L1egDTx3YIpNRdP,0.787,0.867,7,-4.727,1,0.352,0.103,0.0,0.15,0.575,87.846,199480,4
414, Bouga,Belsunce Breakdown,rap_fr,1HMH8ctdYfDrRac24jkQv0,0.89,0.724,4,-5.097,0,0.0428,0.13,0.0278,0.0548,0.513,109.94,239987,4
415, Suprême NTM Lord Kossity,Ma Benz (feat. Lord Kossity),rap_fr,4G01edX97eZlCmEbYewboU,0.899,0.449,1,-5.501,1,0.37,0.137,8.6e-05,0.0978,0.608,91.054,247093,4
416, Booba,Pitbull,rap_fr,4xUo6mxLoEyg5VQgk057BD,0.788,0.964,11,-4.816,0,0.39,0.289,9.32e-06,0.0625,0.594,177.974,229707,4
417, Nèg' Marrons,Le bilan,rap_fr,4hElE1DmCfpoFVjczvfB5U,0.723,0.767,6,-6.316,0,0.298,0.181,0.0,0.0599,0.927,169.059,263533,4
421, Iam,Je danse le Mia,rap_fr,3vTgQBHiLsJ40XpQlQxlhG,0.833,0.785,10,-5.343,0,0.152,0.541,3.21e-06,0.173,0.578,103.004,267240,4
422, Cut Killer,La Haine,rap_fr,4HNH7bIAIscir2rVqVi2eV,0.882,0.677,8,-10.001,0,0.284,0.261,0.000723,0.541,0.74,100.022,139227,4
426, SNIPER,Gravé dans la roche,rap_fr,0OLh0QqBA781GNO5CJTKxR,0.812,0.743,10,-5.313,0,0.144,0.209,0.0,0.0696,0.923,94.062,287693,4
427, La Fouine,Du ferme,rap_fr,6k8ynYPD7SjWpDShcImkz1,0.759,0.557,8,-5.703,1,0.101,0.177,0.0,0.0419,0.138,75.008,232853,4
431, Booba,Destinée,rap_fr,0N6tU8P9qhNiEG30hZHSdH,0.547,0.771,9,-5.568,0,0.298,0.328,0.00298,0.187,0.529,88.53,312093,4
432, Iam,Petit frère,rap_fr,3jqBLwtTiUYismDiZgAgPE,0.677,0.824,8,-4.434,0,0.34,0.0408,0.00598,0.0845,0.483,176.4,285933,4
436, Sefyu,Molotov 4,rap_fr,6IIFlVTXXhVbfp1N3xjBCZ,0.851,0.79,2,-4.825,1,0.331,0.0745,0.0,0.158,0.894,170.103,240813,4
437, Suprême NTM,Laisse pas traîner ton fils,rap_fr,19wTIVLYwubMX8XZppB6lH,0.551,0.723,6,-6.215,1,0.372,0.11,5.7e-05,0.0819,0.832,176.19,238040,4
438, Mafia K'1 Fry,Pour ceux,rap_fr,3JjnCqQwWlgIz5ty1ByAbO,0.775,0.903,7,-3.262,1,0.153,0.0509,0.000127,0.232,0.689,100.982,367493,4
439, Booba,N°10 - Single Version,rap_fr,3wBnEsxkTABwvl32tpZBsj,0.765,0.796,0,-4.251,1,0.277,0.0955,0.0,0.162,0.38,91.994,277427,4
440, Akhenaton La Fonky Family Shurik'n,"Bad Boys de Marseille, Pt. 2 (feat. Shurik'n)",rap_fr,5q0tqXhUKqwBxissPvia6X,0.646,0.736,11,-5.391,0,0.241,0.0561,1.57e-06,0.102,0.842,168.98,223133,4
441, 113,Les princes de la ville,rap_fr,4zu2xquA7ZcrjPZylino4Z,0.495,0.813,7,-5.925,0,0.176,0.345,0.0066,0.0886,0.899,115.077,296333,4
442, Diam's,La Boulette (Génération nan nan),rap_fr,1Vf09Cxf2jqSkU6sfueYAq,0.943,0.584,0,-6.661,1,0.304,0.281,1.2e-06,0.151,0.659,98.996,231440,4
443, Suprême NTM,That's My People,rap_fr,1RWXFHOJ6XjK8a9pitucrX,0.754,0.569,7,-8.878,1,0.354,0.0777,3.22e-05,0.269,0.522,87.928,251307,4
444, Iam,"Demain, c'est loin",rap_fr,4C4tuRmDTMz875IFJiqIpy,0.778,0.799,11,-6.893,0,0.357,0.179,0.0,0.0643,0.842,180.119,540467,4
445, La Caution,Thé à la menthe,rap_fr,2eDvflMCe9ssOkUJrxqikB,0.648,0.88,8,-3.295,0,0.204,0.00781,0.0,0.0618,0.959,99.029,224147,4
446, Rohff,Regretté,rap_fr,6W1MYXhhqO5IuIovuXp7Na,0.7,0.95,2,-4.642,1,0.393,0.184,0.0,0.292,0.0852,89.092,621560,4
447, Disiz La Peste,J'pète les plombs,rap_fr,5onlhFwHJhp0ff2tPju2X6,0.83,0.552,8,-11.194,0,0.428,0.0795,0.0,0.101,0.924,95.95,244454,4
448, Seth Gueko Sefyu,Patate de forain,rap_fr,2VMzuaMP2YP6F0xIA4hoch,0.697,0.811,9,-3.523,0,0.343,0.116,0.0,0.0958,0.32,95.652,254320,4
452, Kery James,Banlieusards,rap_fr,461K9NwFNjnyZBtrn1EIlo,0.677,0.764,8,-3.087,1,0.146,0.014,7.87e-06,0.216,0.583,78.949,469027,4
453, Rocca,Les Jeunes De L'Univers,rap_fr,1p3Xdm0lPy9EQ3OtISAkcE,0.809,0.623,1,-6.741,1,0.132,0.0648,1.9e-06,0.246,0.712,91.429,264333,4
454, La Fouine Booba,Reste En Chien (feat. Booba) - Radio Edit,rap_fr,0BmufSOs2foqz8fdF9dwVi,0.704,0.808,7,-3.677,1,0.294,0.171,0.0,0.0866,0.732,84.069,223573,4
455, X-Men,Retour aux pyramides,rap_fr,0O9ArnwRTo6Ky4Wd7Gdb6E,0.702,0.677,6,-8.438,0,0.787,0.374,2.38e-06,0.368,0.649,117.5,225427,5
456, Fonky Family Less du neuf,Nique le monopole des grands,rap_fr,6CMPyllTvT7MrlSNpSQBRm,0.674,0.772,7,-6.513,1,0.443,0.0459,0.0,0.225,0.844,184.007,276707,4
457, K-Rhyme Le Roi Fonky Family 3ème Œil Akhenathon Freeman & Faf La Rage,Le retour du squad,rap_fr,1f8MwZUwXTocLcviQ7OyFr,0.883,0.552,9,-8.419,1,0.198,0.0215,2.46e-06,0.363,0.404,92.475,434678,4
458, Diam's,Dj,rap_fr,4D0dgZLZWkaWG25NBuxOfS,0.916,0.623,4,-7.648,1,0.118,0.15,0.0,0.179,0.816,123.08,270960,4
459, Suprême NTM,La fièvre,rap_fr,0t4J6vsfIb5wtYcSdht9yy,0.783,0.703,9,-8.091,0,0.226,0.0659,0.0,0.0924,0.608,87.895,245560,4
463, Raggasonic - NTM,Aiguisé comme une lame,rap_fr,4JTviRADkTsRQiP2XciEXn,0.704,0.742,10,-12.938,0,0.45,0.232,0.0,0.391,0.892,81.706,243360,4
464, Lunatic,Pas l'temps pour les regrets,rap_fr,2wbOsLvN17xwcNsOLFZdBy,0.609,0.868,11,-4.535,1,0.316,0.286,0.0,0.0866,0.592,92.742,280973,4
465, Doc Gyneco,Dans ma rue (High for the Chronic !),rap_fr,1etjGtHh8yBUhFqCufqdrd,0.767,0.495,11,-9.861,0,0.0677,0.00305,0.0,0.0617,0.5,92.504,241093,4
466, Kery James,Deux issues,rap_fr,63M7jLGXTWT9axGYkj95zB,0.6,0.796,4,-7.68,0,0.273,0.71,0.0444,0.118,0.773,93.991,320640,4
467, Assasin Supernatural,Undaground connexion,rap_fr,0HHG5v9DKrvsCuXG1pUJ5p,0.734,0.822,5,-5.581,0,0.258,0.0248,0.0,0.252,0.624,99.724,373995,4
468, Fonky Family,Sans rémission,rap_fr,7njnsewQzFssYI6F1RGwhn,0.727,0.797,1,-7.43,1,0.379,0.299,0.0,0.052,0.753,94.282,323160,4
469, Akhenaton,"Mon texte, le savon",rap_fr,4dJB9vWpBhhtTOEBiKJvau,0.523,0.43,8,-9.063,0,0.337,0.27,0.000344,0.112,0.353,181.283,280400,4
470, Lunatic,Civilisé,rap_fr,1zCFKBMX7lWA3RnRSXEzvi,0.724,0.612,1,-7.977,1,0.269,0.12,3.19e-05,0.107,0.854,95.962,286200,4
471, Mafia Trece,Le mauvais chemin,rap_fr,0NDjlTPzBe0ivw1O7LoZCL,0.754,0.664,8,-6.641,0,0.334,0.398,3.01e-05,0.305,0.883,93.123,242040,4
472, Oxmo Puccino,L'enfant seul,rap_fr,3hR6FtDMsgTIO3a4VIucIK,0.828,0.455,1,-9.987,0,0.233,0.0851,0.000305,0.0902,0.735,86.977,250200,4
473, Ideal J,Hardcore,rap_fr,3vIWJsJZGK444LJqWGzjIU,0.447,0.86,1,-6.544,1,0.7,0.493,0.0,0.312,0.635,175.514,309147,4
474, La Clinique Les Sales Gosses,Tout Saigne - Remasterisé En 2006,rap_fr,4YtpY8Hv0bwv84vfvONOwz,0.632,0.885,10,-3.925,0,0.293,0.00843,0.0,0.202,0.768,92.13,253827,4
475, Lunatic,Le Crime Paie - Remasterisé En 2006,rap_fr,2lZ2ASijYcN2SX8XUAL7n7,0.612,0.702,1,-6.45,1,0.334,0.344,0.0,0.0477,0.934,88.879,301000,4
479, Assassin,Sérieux Dans Nos Affaires,rap_fr,0ujIRGcWdKW9HtukNs9j1Q,0.777,0.698,7,-5.533,1,0.238,0.019,0.0,0.0895,0.594,92.023,333133,4
480, Fonky Family,Cherche pas à comprendre,rap_fr,0Frv8qzBuCVh6F6nTNenLB,0.686,0.648,11,-7.261,0,0.523,0.236,0.0,0.114,0.456,87.067,325533,4
481, Suprême NTM,Tout n'est pas si facile,rap_fr,2rKILkEJB20rf6RLLmtDQm,0.71,0.743,6,-8.796,1,0.139,0.0204,0.00287,0.41,0.82,87.764,290867,4
482, La Rumeur,Blessé dans mon ego,rap_fr,09brzxj37XLuWN11GhsHR8,0.638,0.617,11,-8.312,0,0.405,0.545,0.0,0.336,0.803,96.896,168667,4
483, Iam,L'Aimant,rap_fr,1z1ZTy0G4pU3kXjNIvN1bn,0.591,0.737,1,-9.863,1,0.194,0.00636,0.00122,0.299,0.7,186.022,291373,4
484, Rohff,En Mode 1,rap_fr,5VmqiV311PU5BJmREfUC14,0.765,0.882,9,-2.096,1,0.319,0.179,0.0,0.0547,0.533,94.918,206613,4
485, SNIPER,Gravé dans la roche,rap_fr,0LZ90308GB1Tp05STjabeC,0.806,0.745,10,-5.292,0,0.151,0.225,0.0,0.0765,0.916,94.03,285893,4
486, Fonky Family,Art de rue,rap_fr,6Xo7NrY0dDj6pQQ2XIph1Y,0.712,0.927,10,-3.712,0,0.257,0.188,0.0,0.2,0.686,103.817,313800,4
487, Suprême NTM,Laisse pas traîner ton fils,rap_fr,1G4h8b4UkDVhjFOdpmCyeI,0.551,0.723,6,-6.215,1,0.372,0.11,5.7e-05,0.0819,0.832,176.19,238040,4
488, Booba,Boulbi,rap_fr,5NfigFlUBUEBgMFOq1rfkB,0.758,0.731,2,-4.404,1,0.3,0.0122,0.0,0.102,0.482,88.004,243027,4
489, Psy 4 De La Rime Saleem,Le son des bandits,rap_fr,4rt87mfQdJ9wKYkBrRggVF,0.755,0.591,6,-6.991,1,0.238,0.0605,0.0,0.137,0.39,88.211,296387,4
490, Rohff,La Puissance,rap_fr,1cWxCvep4soXYHkXDmJpSg,0.74,0.884,4,-2.224,0,0.192,0.0248,0.0,0.0788,0.404,94.874,255267,4
491, Sefyu,Molotov 4,rap_fr,0XZUo8Rds5wEp3UwyXER6J,0.851,0.79,2,-4.824,1,0.331,0.0745,0.0,0.158,0.894,170.103,240813,4
492, Soprano,À la bien,rap_fr,3bVfpPoszqs4ICTTA5gQhA,0.731,0.871,4,-4.8,0,0.306,0.0788,0.0,0.306,0.558,93.004,239027,4
493, 113,Au summum,rap_fr,2dfahYnct5aULxIVSQ6sv7,0.807,0.802,7,-7.344,0,0.0421,0.093,9.13e-06,0.0831,0.665,108.008,291227,4
494, Akhenaton La Fonky Family Shurik'n,"Bad Boys de Marseille, Pt. 2 (feat. Shurik'n)",rap_fr,78ujFEl6ZHZF8wRy7dYo0T,0.67,0.597,11,-8.379,0,0.269,0.0821,1.75e-05,0.0729,0.867,168.981,225693,4
495, Bouga,Belsunce Breakdown,rap_fr,1sBYtNBryv969UasF3bbsx,0.888,0.724,4,-5.077,0,0.0431,0.13,0.0458,0.0633,0.478,109.93,241693,4
496, Booba,N°10,rap_fr,0DJUpgIfxed8EIUYUofGoc,0.765,0.796,0,-4.251,1,0.277,0.0955,0.0,0.162,0.38,91.994,277427,4
497, Rohff,Qui est l'exemple ?,rap_fr,77pB3BxEgaSZIbJ4uQflS8,0.968,0.689,1,-5.18,1,0.153,0.0147,0.0,0.386,0.74,110.042,244360,4
499, Rohff,Qui est l'exemple ?,rnb,77pB3BxEgaSZIbJ4uQflS8,0.968,0.689,1,-5.18,1,0.153,0.0147,0.0,0.386,0.74,110.042,244360,4
501, SNIPER,Sans (re)Pères,rap_fr,28GKxsXwDnfPb6q6lF7iUd,0.595,0.689,11,-7.286,0,0.102,0.191,0.0,0.0898,0.481,89.899,301240,4
502, Fonky Family,Mystère et suspense,rap_fr,68VptzWEeq3mJZtxLZVxCo,0.75,0.673,8,-6.965,1,0.357,0.0143,1.81e-06,0.171,0.217,102.991,331067,4
503, SNIPER 113 Diam's G-Kill Haroun Mano Kid Sam Salif Sinik Skadrille Tandem Zoxea,Panam Hall Starz,rap_fr,4zSki09FPXrzqFZJaCjnGs,0.75,0.917,2,-4.27,0,0.384,0.224,0.0,0.276,0.638,96.936,468413,4
504, Arsenik,Regarde le monde,rap_fr,7zcQ1j3vTLKWCkmPtO5rSR,0.74,0.809,6,-4.734,1,0.217,0.0163,9.47e-05,0.107,0.524,92.065,301667,4
505, Lunatic,Pas l'temps pour les regrets,rap_fr,72B5i2mQecSeyVJhVo1NWb,0.609,0.868,11,-4.535,1,0.316,0.286,0.0,0.0866,0.592,92.742,280973,4
506, SNIPER,Pris pour cible,rap_fr,4tKvYAqWt3lPfyEYafWrLC,0.596,0.772,0,-5.242,0,0.193,0.0233,0.000134,0.36,0.835,182.23,243800,5
507, Suprême NTM,Seine Saint-Denis Style,rap_fr,2bhwjZIhQvzDrfISCij85A,0.703,0.894,6,-6.235,1,0.373,0.0881,3.96e-05,0.348,0.808,91.122,200240,4
508, Kery James,Banlieusards,rap_fr,0yFCrb2x6KTwZjY90Z7iIP,0.677,0.764,8,-3.087,1,0.146,0.014,7.87e-06,0.216,0.583,78.949,469027,4
509, Scred Connexion Fabe Haroun Mokless Koma,Partis de rien,rap_fr,7hpGE5NHxTK5umouUBw20v,0.751,0.637,8,-5.632,0,0.291,0.011,2.09e-06,0.286,0.511,96.884,241480,4
510, Sinik,Une époque formidable,rap_fr,63Mv2ORJ7QmKRuZ8bUWCiv,0.74,0.863,9,-5.332,1,0.296,0.156,0.0,0.106,0.893,93.956,282201,4
511, Booba Kayna Samet,Destinée,rap_fr,4zz7ZKea2q50B7KnDAfJiI,0.54,0.762,9,-5.562,0,0.288,0.312,0.00349,0.224,0.545,88.597,312093,4
512, Lunatic,La lettre,rap_fr,0ooSj4Umkg2qncHeVlc5cL,0.851,0.53,1,-7.596,1,0.418,0.126,0.0,0.0306,0.837,90.983,290093,4
513, 113 Black Rénégat,Jour de paix (feat. Black Rénégat),rap_fr,7y95KJIQzhg2HzFUAldqzp,0.561,0.481,2,-6.823,0,0.2,0.354,0.0,0.0915,0.33,80.324,246520,4
514, Psy 4 De La Rime,Le monde est…,rap_fr,3iPbT8wn13XMZAZpMi3tDZ,0.621,0.624,10,-6.771,0,0.29,0.158,0.0,0.085,0.517,88.621,324987,4
515, L'Skadrille Sniper,Bons moments,rap_fr,77GDjOBgPm1Tx2Wusq1fBr,0.749,0.616,1,-5.981,1,0.296,0.0097,0.0,0.105,0.47,104.04,279667,4
516, Nessbeal,A chaque jour suffit sa peine,rap_fr,3Rf1L0UWxTHp4Vr5jGLGQS,0.379,0.71,0,-6.633,1,0.152,0.0645,7.43e-06,0.324,0.583,76.932,215893,1
517, Soprano Blacko,Ferme les yeux et imagine toi (feat.Blacko),rap_fr,76AoiDvRX9GgvzMIvlcx1j,0.474,0.884,1,-3.9,1,0.373,0.128,0.0,0.0989,0.625,95.93,276413,4
518, Sinik James Blunt,Je réalise,rap_fr,6uYE33YcZJXojCsmf8qKap,0.768,0.8,8,-3.591,1,0.0294,0.073,0.0,0.143,0.316,87.967,227527,4
519, La Fouine,Qui peut me stopper ?,rap_fr,3qZC3kSB1ZiM6MTkwJhtfI,0.717,0.759,0,-3.359,0,0.0785,0.168,0.0,0.0825,0.452,90.036,257027,4
520, Kery James,"Le combat continue, pt. 3",rap_fr,6ShnB6qWToV9vW6HnNkldp,0.611,0.928,9,-2.793,0,0.426,0.0849,0.0,0.315,0.522,112.012,415680,5
521, La Fouine Jmi Sissoko,L'unité (feat. J-Mi Sissoko),rap_fr,047Gjox3XPfgtrStqfUfoq,0.694,0.724,0,-3.74,1,0.245,0.308,0.0,0.0884,0.69,98.113,229227,4
522, Orelsan,Suicide social,rap_fr,5IZGqvPLERJ4BOHAmLrRoy,0.544,0.894,4,-3.081,0,0.441,0.0467,0.0,0.227,0.362,171.828,341866,4
523, Salif,J'Hésite,rap_fr,67cM9VzyzOHtGSgUYxWG88,0.618,0.798,6,-3.047,0,0.0856,0.0423,0.0,0.665,0.344,93.381,224240,4
524, Kool Shen JoeyStarr,J'Reviens,rap_fr,3VOh8zuGcZ3NmyyIyhKAY1,0.61,0.882,1,-4.818,0,0.269,0.0658,0.0,0.109,0.75,160.037,254813,4
525, Sexion D'Assaut,Ma direction,rap_fr,6tFJdAZGXGsHTdMKmc1NjR,0.865,0.763,4,-5.482,0,0.197,0.0783,0.0,0.105,0.683,106.977,263533,4
526, Sexion D'Assaut,Désolé,rap_fr,5NsOnvpjvH9sCz8TyVOmOz,0.631,0.482,1,-6.761,0,0.121,0.428,0.0,0.0819,0.677,100.013,204453,4
527, Vaï,Sur ma vie,rap_fr,1qWMLpYL6v2D4yV0VjAihC,0.551,0.774,4,-8.348,0,0.332,0.00551,0.00271,0.0907,0.596,170.529,212373,4
528, Nekfeu,On verra,rap_fr,57I5KhEpQFC9XBgKt6nklL,0.575,0.58,0,-6.801,1,0.067,0.166,0.0,0.0781,0.324,75.2,211413,4
529, Nekfeu S.Pri Noir,Ma dope,rap_fr,6eVHz1I8JaAYUl1jTgSjRW,0.855,0.551,8,-7.651,1,0.0741,0.245,2.31e-06,0.477,0.351,135.995,227400,4
530, Cheb Mami K-Mel,Parisien du nord,rap_fr,36qApX3rBxPZE73GuMkrBn,0.83,0.737,0,-9.331,0,0.386,0.631,0.0,0.247,0.734,103.996,211667,4
531, Scred Connexion,On pense tous monnaie monnaie,rap_fr,1ZPo5rGRZr5z8sjvMjTTVc,0.801,0.438,0,-9.281,1,0.404,0.113,0.0,0.0981,0.772,99.07,257573,4
532, Aketo,Deceptions,rap_fr,4fnodwvo6PZvHbutzsow9o,0.464,0.9,9,-4.32,1,0.383,0.36,0.0,0.185,0.621,92.167,301267,4
533, SCH,Fusil,rap_fr,1gKcpNIXhmHx2EHI5IPhte,0.87,0.464,10,-7.44,0,0.357,0.474,0.00122,0.094,0.0929,100.011,252067,4
534, Vald,Désaccordé,rap_fr,4ueL4j6iOPX23UG5VsvGrm,0.75,0.496,1,-8.424,0,0.352,0.448,0.0,0.116,0.431,150.108,214827,4
535, Lacrim French Montana,A.W.A,rap_fr,3xf9GbVqLnDgL2x0xztcTV,0.835,0.732,1,-5.045,1,0.0458,0.0121,0.0,0.138,0.281,100.002,162733,4
536, Mino Don Diego,Un homme blessé,rap_fr,6dE01B8S354Vu7vkcOd3Wc,0.733,0.668,7,-5.279,0,0.249,0.514,0.0,0.117,0.437,82.065,280800,4
537, Nuttea,Elle te rend dingue - poom poom short radio edit,rap_fr,6Qku7tQdLiYsh31kFbTtId,0.79,0.548,0,-8.135,1,0.164,0.104,0.0,0.115,0.544,148.992,225653,4
539, Nuttea,Elle te rend dingue - poom poom short radio edit,rnb,6Qku7tQdLiYsh31kFbTtId,0.79,0.548,0,-8.135,1,0.164,0.104,0.0,0.115,0.544,148.992,225653,4
541, Rohff,Le Son qui tue,rap_fr,3ee6eXqZqJo3DJEiBr1SHs,0.659,0.834,1,-4.428,0,0.17,0.238,0.0,0.0847,0.757,91.517,224200,4
542, Suprême NTM,That's My People,rap_fr,6sv9plOLJQocFU3d0DolZP,0.754,0.569,7,-8.878,1,0.354,0.0777,3.22e-05,0.269,0.522,87.928,251307,4
543, SNIPER JoeyStarr,Brule,rap_fr,3aCF3k4Sq3eIclkYrR7kLF,0.5,0.916,0,-4.025,1,0.391,0.135,0.0,0.349,0.211,97.278,281227,4
544, SNIPER,Y a pas de mérite,rap_fr,6A8rTCMLWP57dqYVmHZXgE,0.594,0.691,0,-4.545,0,0.296,0.284,0.0,0.153,0.757,92.695,249253,4
545, SNIPER,Trop vite,rap_fr,1YPPT6yAGyA5ktC1LPxJOw,0.817,0.808,6,-5.911,0,0.164,0.313,0.0,0.0571,0.93,81.996,337133,4
546, Shurik'n,Samuraï,rap_fr,16etD0jjMNdKsHByc48tOY,0.856,0.554,7,-7.368,0,0.334,0.338,0.0,0.0515,0.394,87.959,231373,4
547, Booba,Pitbull,rap_fr,1efBNlkIwBbccMBXHoJBZN,0.787,0.964,11,-4.816,0,0.39,0.289,9.32e-06,0.0625,0.594,177.972,229707,4
548, Fonky Family,Marginale musique,rap_fr,5zLpJ5fcplc6ndMbpwqqPf,0.587,0.928,2,-2.432,1,0.315,0.0718,0.0,0.265,0.811,173.374,302227,4
549, Booba,Repose en paix,rap_fr,0eA6A6COGwb1yyhTRCrgq2,0.737,0.66,11,-5.089,1,0.215,0.0526,0.00183,0.2,0.22,95.623,173520,4
550, Booba,Ma définition,rap_fr,0n3wYb9lcLZlSaNnRlnVvy,0.621,0.816,6,-5.91,1,0.398,0.0475,0.0,0.292,0.711,91.943,216733,4
551, Booba,Tallac,rap_fr,3UjUJo7Sw7412uwo2WgZNe,0.757,0.662,11,-4.235,0,0.305,0.191,6.94e-05,0.176,0.254,88.489,243747,4
552, Booba Leya Masry,Avant De Partir,rap_fr,12Gi244AKPANoi55yMhz6v,0.789,0.593,4,-4.257,0,0.0447,0.1,0.000144,0.105,0.582,90.01,324747,4
553, Booba Trade Union Mister Rudie,Au bout des rêves,rap_fr,4WTPxgSYbANxJvRaxpKrxY,0.736,0.702,0,-3.095,1,0.0741,0.0928,1.1e-06,0.367,0.477,88.046,264840,4
554, Booba Akon,Gun In Hand,rap_fr,1kwmjkUpBF56lt9B5SgYg5,0.762,0.656,10,-4.82,0,0.249,0.097,0.00023,0.084,0.803,81.99,282427,4
555, Sinik,100 mesures de haine,rap_fr,5sz1u0E9k7Oyjem8DMX7jH,0.718,0.965,1,-3.817,1,0.399,0.182,0.0,0.154,0.152,95.975,541492,4
556, Sinik,Autodestruction,rap_fr,4RrNHWtdE7i5In83odxgGx,0.694,0.878,1,-3.215,1,0.37,0.0651,0.0,0.0965,0.411,85.175,265352,4
557, La Fouine,Laissez-moi dénoncer,rap_fr,720jCglRUfmEpf2o5b7SiI,0.717,0.772,10,-4.311,0,0.273,0.186,0.000182,0.0912,0.661,92.562,248293,4
558, Suprême NTM,Un ange dans le ciel - Live à Paris-Bercy 2008,rap_fr,2F1Pqkb1eOltUBLgAB1NFa,0.496,0.881,11,-4.641,1,0.182,0.102,0.0,0.634,0.257,92.12,273240,4
559, Psy 4 De La Rime,Inaya,rap_fr,53ZwOKV5YWCqsLOqLnOLRd,0.555,0.495,2,-6.108,0,0.0391,0.769,0.0,0.271,0.441,85.249,301347,4
560, Psy 4 De La Rime,Jamais j'oublierai - Shan,rap_fr,3bLlQLo8LhNdKcAzzggpcn,0.602,0.885,11,-6.098,0,0.369,0.0296,0.0,0.0414,0.0752,130.067,540200,4
561, Psy 4 De La Rime Anna Torroja,Enfants de la Lune,rap_fr,73AmiCYz4nIsFyiSm4r0Gr,0.739,0.486,1,-8.058,0,0.147,0.534,0.0,0.044,0.504,89.987,274307,4
562, Soprano Diam's,Mélancolique anonyme (feat. Diam's) - Live Marseille 2007,rap_fr,3L7UwGtr8SLR4xqOHeELp8,0.563,0.845,0,-7.701,1,0.526,0.387,0.0,0.981,0.239,94.855,253533,4
563, Soprano Indila,Hiro (feat. Indila),rap_fr,1RHiqaz9MG1tKqJ9ny5Alf,0.465,0.733,11,-6.935,0,0.444,0.495,0.0,0.0903,0.466,92.411,281533,4
564, Soprano K-Rlos,Avec le temps (feat. K-Rlos),rap_fr,7aBfzYl1hxDKxgkrhcJKlF,0.652,0.79,9,-5.88,0,0.404,0.0836,0.0,0.349,0.555,92.373,255787,4
565, Diam's,Marine - Version 2006,rap_fr,4m8WJ3qra5m7WlBYaEqqxB,0.682,0.736,2,-5.605,1,0.393,0.143,0.0,0.474,0.47,84.067,340800,4
566, Diam's,Ma France à moi,rap_fr,6qdGKP6ndrNejt1EEkctIK,0.743,0.693,8,-3.532,1,0.332,0.527,0.0,0.188,0.427,83.038,233133,4
567, Soprano,Alleluia,rap_fr,7hVCtj5ngpvKYn8ioGZq38,0.746,0.645,8,-4.634,0,0.16,0.421,0.0,0.0523,0.796,120.006,246840,4
568, Demon One Soprano,J'étais comme eux,rap_fr,15iEGqbKh5Ao2XlQLxIPRY,0.603,0.888,6,-2.596,0,0.243,0.384,0.0,0.25,0.761,97.492,227720,4
569, La Fouine Soprano,Repartir à zéro (feat. Soprano),rap_fr,1WShJW7hnDUYMgYgLp2TxZ,0.508,0.682,3,-6.285,0,0.29,0.378,0.0,0.149,0.632,83.887,263293,4
570, La Fouine Soprano Sefyu,Ca fait mal (feat. Soprano & Sefyu) - Remix Album Version,rap_fr,2QMvwxSEIrUAnRiSi3OYQn,0.652,0.664,7,-4.966,1,0.252,0.0762,0.0,0.319,0.471,84.866,272067,4
571, La Fouine Soprano Admiral T Seth Gueko Nessbeal Canardo Cut Killer,"Bafana Bafana Remix (feat. Soprano, Admiral T., Seth Gueko, Nessbeal, Canardo & Cut Killer) - (hosted by Cut Killer & DJ Battle )",rap_fr,5wGj9rg3hDez1ujEf8qXPU,0.647,0.688,9,-4.646,1,0.28,0.0366,0.0,0.356,0.678,80.449,368253,4
572, La Fouine,D'où l'on vient,rap_fr,37hi3bNT6hQvRM9mkF5SCU,0.598,0.684,5,-6.084,0,0.057,0.288,0.0,0.169,0.401,94.939,274920,4
573, Canardo,A ce qu'il paraît,rap_fr,0TnMeMh1Z5mNN6CD9GMbqQ,0.619,0.561,11,-12.962,1,0.834,0.0405,0.0,0.0771,0.562,114.016,189440,3
574, Canardo,Ça vient de Paris (feat. S.pri Noir & Still Fresh),rap_fr,3VaAoGQ9Jo7Sk5HEXrSG29,0.522,0.758,7,-5.07,1,0.418,0.153,0.0,0.401,0.378,96.775,233267,4
575, Orelsan,San,rap_fr,36SHbxigbf4iSCHdQVgy6V,0.624,0.8,1,-6.061,1,0.436,0.396,0.0,0.0843,0.332,115.198,242333,4
576, Alonzo,Alors On Sort,rap_fr,2F15j5VSF1LW3TKZBkOFxw,0.586,0.656,6,-5.685,0,0.369,0.123,0.0,0.0584,0.724,85.394,233867,4
577, Sexion D'Assaut,Rien n' t'appartient,rap_fr,7E1NP0HahYT5Df5si0VmbJ,0.828,0.493,4,-5.449,0,0.252,0.484,1.63e-06,0.468,0.652,94.941,324693,4
578, JoeyStarr,Métèque,rap_fr,71LR7mxKLDCaF3Se2erosU,0.792,0.802,1,-6.82,1,0.33,0.203,0.0,0.253,0.364,94.018,189667,4
579, Scylla,Rien à remplacer,rap_fr,7pb0XRjyCA1CE7D5NcsXzO,0.578,0.61,4,-7.952,0,0.408,0.102,0.0,0.357,0.669,85.193,349269,4
580, Booba,Friday,rap_fr,1CYj9Yx8zrYvU93khXvmsA,0.777,0.779,7,-3.127,0,0.0927,0.677,0.0,0.11,0.371,124.589,217147,4
581, Booba,DKR - Bonus Track,rap_fr,21V8iZQ250M58SvRXvq5hA,0.687,0.811,3,-5.662,0,0.274,0.615,3.4e-05,0.0756,0.939,103.705,174787,4
